category,grp,code,descript
FC FACT   ,6,64,Vehicle stopped too fast                          
FC FACT   ,6,65,Seat belt not fastened                            
FC FACT   ,6,66,Firefighter standing on apparatus                 
FC FACT   ,9,91,"Civil unrest, including riots/civil disturbances  "
FC FACT   ,9,92,Hostile acts                                      
FC FACT   ,9,NN             ,None                                              
FC FACT   ,9,UU             ,Undetermined                                      
FC LOC    ,               ,0,"Specific location, other                          "
FC LOC    ,               ,22,Outside at grade                                  
FC LOC    ,               ,23,On roof                                           
FC LOC    ,               ,24,On aerial ladder or in basket                     
FC LOC    ,               ,25,On ground ladder                                  
FC LOC    ,               ,26,On vertical surface or ledge                      
FC LOC    ,               ,27,On fire escape or outside stairway                
FC LOC    ,               ,28,On steep grade                                    
FC LOC    ,               ,31,In open pit                                       
FC LOC    ,               ,32,In ditch or trench                                
FC LOC    ,               ,33,In quarry or mine                                 
FC LOC    ,               ,34,In ravine                                         
FC LOC    ,               ,35,In well                                           
FC LOC    ,               ,36,In water                                          
FC LOC    ,               ,45,In attic or other confined structural space       
FC LOC    ,               ,49,"In structure, excluding attic, roof, or wall      "
FC LOC    ,               ,53,In tunnel                                         
FC LOC    ,               ,54,In sewer                                          
FC LOC    ,               ,61,In motor vehicle                                  
FC LOC    ,               ,63,In rail vehicle                                   
FC LOC    ,               ,64,"In boat, ship or barge                            "
FC LOC    ,               ,65,In aircraft                                       
FC LOC    ,               ,NN             ,None                                              
FC LOC    ,               ,UU             ,Undetermined                                      
FC OBJECT ,               ,0,"Object involved, other                            "
FC OBJECT ,               ,11,Coupling                                          
FC OBJECT ,               ,12,"Hose, not charged                                 "
FC OBJECT ,               ,13,"Hose, charged                                     "
FC OBJECT ,               ,14,Water from master stream                          
FC OBJECT ,               ,15,Water from hose line                              
FC OBJECT ,               ,16,"Water, not from a hose                            "
FC OBJECT ,               ,17,Steam                                             
FC OBJECT ,               ,18,Extinguishing agent                               
FC OBJECT ,               ,21,Ladder: aerial                                    
FC OBJECT ,               ,22,Ladder: ground                                    
FC OBJECT ,               ,23,Tools/equipment                                   
FC OBJECT ,               ,24,"Knife, scissors                                   "
FC OBJECT ,               ,25,Syringe                                           
FC OBJECT ,               ,26,FD vehicle/apparatus                              
FC OBJECT ,               ,27,"FD vehicle door, including apparatus compartments "
FC OBJECT ,               ,28,Station sliding pole                              
FC OBJECT ,               ,30,"Structural component, Other                       "
FC OBJECT ,               ,31,Curb                                              
FC OBJECT ,               ,32,Door in building                                  
FC OBJECT ,               ,33,Fire escape                                       
FC OBJECT ,               ,34,Ledge                                             
FC OBJECT ,               ,35,Stairs                                            
FC OBJECT ,               ,36,"Wall, including other vertical surfaces           "
FC OBJECT ,               ,37,Window                                            
FC OBJECT ,               ,38,Roof                                              
FC OBJECT ,               ,39,Floor or ceiling                                  
FC OBJECT ,               ,41,Asbestos                                          
FC OBJECT ,               ,42,"Dirt, stones, or debris                           "
FC OBJECT ,               ,43,Glass                                             
FC OBJECT ,               ,45,Nails                                             
FC OBJECT ,               ,46,Splinters                                         
FC OBJECT ,               ,47,Embers                                            
FC OBJECT ,               ,48,Hot tar                                           
FC OBJECT ,               ,49,Hot metal                                         
FC OBJECT ,               ,51,Biological agents                                 
FC OBJECT ,               ,52,Chemicals                                         
FC OBJECT ,               ,53,"Fumes, gases, or smoke                            "
FC OBJECT ,               ,54,Poisonous plants                                  
FC OBJECT ,               ,55,Insects                                           
FC OBJECT ,               ,56,Radioactive materials                             
FC OBJECT ,               ,61,Electricity                                       
FC OBJECT ,               ,62,Extreme weather                                   
FC OBJECT ,               ,63,"Utility flames, flares, torches                   "
FC OBJECT ,               ,64,Heat or flame                                     
FC OBJECT ,               ,90,"Person, Other                                     "
FC OBJECT ,               ,91,Person: victim                                    
FC OBJECT ,               ,92,Property and structure contents                   
FC OBJECT ,               ,93,Animal                                            
FC OBJECT ,               ,94,Non-fire department vehicle                       
FC OBJECT ,               ,95,"Gun, including all other projectile weapons       "
FC OBJECT ,               ,NN             ,None                                              
FC OBJECT ,               ,UU             ,Undetermined                                      
